COUNTRYCODE,YEAR,TERTIARYCOMPLETIONRATE
DOM,1920,0.5
DOM,1925,0.6
DOM,1930,0.6
DOM,1935,0.7
DOM,1940,0.7
DOM,1945,0.8
DOM,1950,0.8
DOM,1955,0.8
DOM,1960,0.8
DOM,1965,1.3
DOM,1970,2.0
DOM,1975,2.3
DOM,1980,3.5
DOM,1985,5.3
DOM,1990,7.7
DOM,1995,11.1
DOM,2000,13.9
DOM,2005,16.7
DOM,2010,16.4
DOM,2015,14.5
DOM,2020,14.7
DOM,2025,16.1
DOM,2030,18.7
DOM,2035,21.5
DOM,2040,24.6
ECU,1870,0.0
ECU,1875,0.0
ECU,1880,0.0
ECU,1885,0.0
ECU,1890,0.0
ECU,1895,0.0
ECU,1900,0.2
ECU,1905,0.3
ECU,1910,0.4
ECU,1915,0.4
ECU,1920,0.5
ECU,1925,0.6
ECU,1930,0.7
ECU,1935,0.7
ECU,1940,0.8
ECU,1945,0.8
ECU,1950,0.9
ECU,1955,1.1
ECU,1960,1.4
ECU,1965,1.7
ECU,1970,2.4
ECU,1975,3.4
ECU,1980,8.2
ECU,1985,10.4
ECU,1990,13.8
ECU,1995,15.2
ECU,2000,16.8
ECU,2005,14.8
ECU,2010,13.2
ECU,2015,12.1
ECU,2020,10.7
ECU,2025,10.0
ECU,2030,10.5
ECU,2035,12.1
ECU,2040,14.6
EGY,1870,0.0
EGY,1875,0.0
EGY,1880,0.0
EGY,1885,0.0
EGY,1890,0.0
EGY,1895,0.0
EGY,1900,0.0
EGY,1905,0.0
EGY,1910,0.0
EGY,1915,0.0
EGY,1920,0.0
EGY,1925,0.2
EGY,1930,0.3
EGY,1935,0.5
EGY,1940,0.7
EGY,1945,0.9
EGY,1950,1.2
EGY,1955,1.4
EGY,1960,1.9
EGY,1965,2.2
EGY,1970,2.9
EGY,1975,3.6
EGY,1980,3.8
EGY,1985,4.9
EGY,1990,4.8
EGY,1995,4.5
EGY,2000,4.7
EGY,2005,8.1
EGY,2010,10.8
EGY,2015,12.6
EGY,2020,15.0
EGY,2025,18.5
EGY,2030,23.2
EGY,2035,31.3
EGY,2040,39.3
SLV,1870,0.0
SLV,1875,0.0
SLV,1880,0.0
SLV,1885,0.0
SLV,1890,0.0
SLV,1895,0.0
SLV,1900,0.1
SLV,1905,0.2
SLV,1910,0.3
SLV,1915,0.4
SLV,1920,0.4
SLV,1925,0.4
SLV,1930,0.4
SLV,1935,0.4
SLV,1940,0.4
SLV,1945,0.4
SLV,1950,0.4
SLV,1955,0.5
SLV,1960,0.5
SLV,1965,1.1
SLV,1970,2.0
SLV,1975,2.6
SLV,1980,4.0
SLV,1985,5.3
SLV,1990,7.0
SLV,1995,8.2
SLV,2000,10.1
SLV,2005,12.2
SLV,2010,7.3
SLV,2015,6.1
SLV,2020,6.3
SLV,2025,7.5
SLV,2030,9.5
SLV,2035,12.2
SLV,2040,15.8
EST,2015,33.7
EST,2020,32.5
EST,2025,31.5
EST,2030,30.9
EST,2035,31.0
EST,2040,31.2
SWZ,1870,0.0
SWZ,1875,0.0
SWZ,1880,0.0
SWZ,1885,0.0
SWZ,1890,0.0
SWZ,1895,0.0
SWZ,1900,0.0
SWZ,1905,0.0
SWZ,1910,0.0
SWZ,1915,0.1
SWZ,1920,0.1
SWZ,1925,0.1
SWZ,1930,0.2
SWZ,1935,0.2
SWZ,1940,0.3
SWZ,1945,0.3
SWZ,1950,0.4
SWZ,1955,0.4
SWZ,1960,0.4
SWZ,1965,0.4
SWZ,1970,1.0
SWZ,1975,1.9
SWZ,1980,2.5
SWZ,1985,3.4
SWZ,1990,2.9
SWZ,1995,2.2
SWZ,2000,1.3
SWZ,2005,0.0
SWZ,2010,1.4
SWZ,2015,2.1
SWZ,2020,2.7
SWZ,2025,3.3
SWZ,2030,4.0
SWZ,2035,4.8
SWZ,2040,5.8
EUR,1870,0.16709624
EUR,1875,0.18344574
EUR,1880,0.23425554
EUR,1885,0.266269
EUR,1890,0.31605852
EUR,1895,0.3611036
EUR,1900,0.40182126
EUR,1905,0.45438588
EUR,1910,0.5916219
EUR,1915,0.7086116
EUR,1920,0.87224096
EUR,1925,1.1047591
EUR,1930,1.335067
EUR,1935,1.6203076
EUR,1940,1.9005233
EUR,1945,2.2298934
EUR,1950,2.5121212
EUR,1955,2.8808584
EUR,1960,3.2160974
EUR,1965,4.1149735
EUR,1970,5.5014267
EUR,1975,7.9946485
EUR,1980,10.722656
EUR,1985,13.869863
EUR,1990,18.64401
EUR,1995,22.52353
EUR,2000,27.999117
EUR,2005,30.758585
EUR,2010,34.969326
EUR,2015,35.210674
EUR,2020,36.999924
EUR,2025,38.55431
EUR,2030,40.486942
EUR,2035,42.307858
EUR,2040,44.45048
FJI,1870,0.0
FJI,1875,0.0
FJI,1880,0.0
FJI,1885,0.0
FJI,1890,0.0
FJI,1895,0.0
FJI,1900,0.0
FJI,1905,0.0
FJI,1910,0.0
FJI,1915,0.1
FJI,1920,0.1
FJI,1925,0.4
FJI,1930,0.7
FJI,1935,1.0
FJI,1940,1.3
FJI,1945,1.6
FJI,1950,2.0
FJI,1955,2.4
FJI,1960,2.6
FJI,1965,2.9
FJI,1970,3.2
FJI,1975,3.4
FJI,1980,3.9
FJI,1985,4.6
FJI,1990,6.2
FJI,1995,9.1
FJI,2000,10.4
FJI,2005,12.6
FJI,2010,13.8
FJI,2015,14.8
FJI,2020,14.8
FJI,2025,15.7
FJI,2030,14.1
FJI,2035,15.9
FJI,2040,18.0
FIN,1870,0.2
FIN,1875,0.2
FIN,1880,0.2
FIN,1885,0.2
FIN,1890,0.3
FIN,1895,0.4
FIN,1900,0.5
FIN,1905,0.7
FIN,1910,0.8
FIN,1915,1.1
FIN,1920,1.4
FIN,1925,1.7
FIN,1930,1.9
FIN,1935,2.2
FIN,1940,2.5
FIN,1945,2.9
FIN,1950,3.3
FIN,1955,3.8
FIN,1960,4.4
FIN,1965,5.5
FIN,1970,6.6
FIN,1975,10.6
FIN,1980,13.1
FIN,1985,15.5
FIN,1990,17.4
FIN,1995,23.1
FIN,2000,31.3
FIN,2005,34.8
FIN,2010,36.1
FIN,2015,33.5
FIN,2020,31.2
FIN,2025,28.0
FIN,2030,24.7
FIN,2035,20.6
FIN,2040,16.9
FRA,1870,0.2
FRA,1875,0.2
FRA,1880,0.3
FRA,1885,0.3
FRA,1890,0.4
FRA,1895,0.3
FRA,1900,0.3
FRA,1905,0.3
FRA,1910,0.5
FRA,1915,0.6
FRA,1920,0.7
FRA,1925,0.9
FRA,1930,1.1
FRA,1935,1.2
FRA,1940,1.5
FRA,1945,1.6
FRA,1950,1.8
FRA,1955,2.0
FRA,1960,2.4
FRA,1965,3.3
FRA,1970,5.2
FRA,1975,7.9
FRA,1980,10.2
FRA,1985,10.9
FRA,1990,13.6
FRA,1995,16.0
FRA,2000,19.9
FRA,2005,24.0
FRA,2010,28.9
FRA,2015,30.0
FRA,2020,31.9
FRA,2025,33.9
FRA,2030,36.4
FRA,2035,37.9
FRA,2040,39.9
GAB,2015,13.8
GAB,2020,14.6
GAB,2025,16.4
GAB,2030,19.0
GAB,2035,22.3
GAB,2040,26.3
GMB,1870,0.0
GMB,1875,0.0
GMB,1880,0.0
GMB,1885,0.0
GMB,1890,0.0
GMB,1895,0.0
GMB,1900,0.0
GMB,1905,0.0
GMB,1910,0.0
GMB,1915,0.0
GMB,1920,0.0
GMB,1925,0.1
GMB,1930,0.1
GMB,1935,0.1
GMB,1940,0.1
GMB,1945,0.1
GMB,1950,0.1
GMB,1955,0.2
GMB,1960,0.2
GMB,1965,0.2
GMB,1970,0.2
GMB,1975,0.2
GMB,1980,0.5
GMB,1985,0.9
GMB,1990,1.5
GMB,1995,2.3
GMB,2000,2.3
GMB,2005,2.1
GMB,2010,1.9
GMB,2015,1.7
GMB,2020,1.3
GMB,2025,1.0
GMB,2030,0.8
GMB,2035,0.8
GMB,2040,0.9
DEU,1870,0.3
DEU,1875,0.3
DEU,1880,0.4
DEU,1885,0.5
DEU,1890,0.6
DEU,1895,0.7
DEU,1900,0.8
DEU,1905,0.9
DEU,1910,1.0
DEU,1915,1.1
DEU,1920,1.5
DEU,1925,1.8
DEU,1930,2.1
DEU,1935,2.5
DEU,1940,2.7
DEU,1945,2.9
DEU,1950,3.1
DEU,1955,3.3
DEU,1960,3.4
DEU,1965,3.5
DEU,1970,3.6
DEU,1975,6.9
DEU,1980,9.3
DEU,1985,11.2
DEU,1990,13.9
DEU,1995,18.3
DEU,2000,22.3
DEU,2005,23.2
DEU,2010,26.6
DEU,2015,24.5
DEU,2020,30.4
DEU,2025,36.8
DEU,2030,43.6
DEU,2035,51.3
DEU,2040,59.1
GHA,1870,0.0
GHA,1875,0.0
GHA,1880,0.0
GHA,1885,0.0
GHA,1890,0.0
GHA,1895,0.0
GHA,1900,0.0
GHA,1905,0.0
GHA,1910,0.0
GHA,1915,0.0
GHA,1920,0.1
GHA,1925,0.1
GHA,1930,0.1
GHA,1935,0.3
GHA,1940,0.4
GHA,1945,0.5
GHA,1950,0.6
GHA,1955,0.7
GHA,1960,0.7
GHA,1965,0.6
GHA,1970,0.4
GHA,1975,0.7
GHA,1980,1.2
GHA,1985,1.8
GHA,1990,2.6
GHA,1995,3.3
GHA,2000,4.0
GHA,2005,3.2
GHA,2010,3.4
GHA,2015,3.6
GHA,2020,4.0
GHA,2025,5.0
GHA,2030,6.4
GHA,2035,8.6
GHA,2040,11.7
GRC,1870,0.1
GRC,1875,0.2
GRC,1880,0.2
GRC,1885,0.3
GRC,1890,0.3
GRC,1895,0.3
GRC,1900,0.4
GRC,1905,0.5
GRC,1910,0.7
GRC,1915,0.9
GRC,1920,1.0
GRC,1925,1.3
GRC,1930,1.6
GRC,1935,1.8
GRC,1940,2.0
GRC,1945,2.1
GRC,1950,2.2
GRC,1955,2.0
GRC,1960,2.7
GRC,1965,2.6
GRC,1970,3.8
GRC,1975,6.1
GRC,1980,8.7
GRC,1985,10.5
GRC,1990,12.5
GRC,1995,16.1
GRC,2000,18.6
GRC,2005,29.0
GRC,2010,33.3
GRC,2015,33.0
GRC,2020,33.0
GRC,2025,32.1
GRC,2030,31.1
GRC,2035,29.2
GRC,2040,27.2
GTM,1870,0.0
GTM,1875,0.0
GTM,1880,0.0
GTM,1885,0.0
GTM,1890,0.0
GTM,1895,0.0
GTM,1900,0.1
GTM,1905,0.2
GTM,1910,0.3
GTM,1915,0.3
GTM,1920,0.3
GTM,1925,0.4
GTM,1930,0.4
GTM,1935,0.4
GTM,1940,0.5
GTM,1945,0.4
GTM,1950,0.4
GTM,1955,0.5
GTM,1960,0.6
GTM,1965,0.8
GTM,1970,0.9
GTM,1975,1.2
GTM,1980,2.3
GTM,1985,2.6
GTM,1990,2.9
GTM,1995,3.4
GTM,2000,3.9
GTM,2005,3.6
GTM,2010,0.0
GTM,2015,0.0
GTM,2020,0.4
GTM,2025,1.3
GTM,2030,2.9
GTM,2035,5.0
GTM,2040,7.7
GUY,1870,0.0
GUY,1875,0.0
GUY,1880,0.0
GUY,1885,0.0
GUY,1890,0.0
GUY,1895,0.0
GUY,1900,0.0
GUY,1905,0.0
GUY,1910,0.0
GUY,1915,0.0
GUY,1920,0.0
GUY,1925,0.1
GUY,1930,0.1
GUY,1935,0.2
GUY,1940,0.3
GUY,1945,0.4
GUY,1950,0.5
GUY,1955,0.7
GUY,1960,0.8
GUY,1965,0.9
GUY,1970,1.0
GUY,1975,1.3
GUY,1980,2.0
GUY,1985,1.8
GUY,1990,1.5
GUY,1995,1.1
GUY,2000,0.2
GUY,2005,0.2
GUY,2010,0.3
GUY,2015,0.5
GUY,2020,1.2
GUY,2025,3.1
GUY,2030,5.9
GUY,2035,9.6
GUY,2040,13.5
HTI,1870,0.0
HTI,1875,0.0
HTI,1880,0.0
HTI,1885,0.0
HTI,1890,0.0
HTI,1895,0.0
HTI,1900,0.1
HTI,1905,0.1
HTI,1910,0.1
HTI,1915,0.1
HTI,1920,0.2
HTI,1925,0.2
HTI,1930,0.2
HTI,1935,0.2
HTI,1940,0.2
HTI,1945,0.2
HTI,1950,0.2
HTI,1955,0.2
HTI,1960,0.2
HTI,1965,0.3
HTI,1970,0.3
HTI,1975,0.5
HTI,1980,0.7
HTI,1985,0.8
HTI,1990,0.8
HTI,1995,0.9
HTI,2000,0.9
HTI,2005,1.0
HTI,2010,1.0
HTI,2015,1.1
HTI,2020,1.2
HTI,2025,1.6
HTI,2030,2.5
HTI,2035,3.6
HTI,2040,4.9
HND,1870,0.0
HND,1875,0.0
HND,1880,0.0
HND,1885,0.0
HND,1890,0.0
HND,1895,0.0
HND,1900,0.0
HND,1905,0.1
HND,1910,0.2
HND,1915,0.3
HND,1920,0.4
HND,1925,0.4
HND,1930,0.5
HND,1935,0.5
HND,1940,0.6
HND,1945,0.6
HND,1950,0.6
HND,1955,0.6
HND,1960,0.6
HND,1965,0.6
HND,1970,0.8
HND,1975,1.1
HND,1980,2.0
HND,1985,3.7
HND,1990,4.0
HND,1995,4.4
HND,2000,5.0
HND,2005,5.5
HND,2010,5.5
HND,2015,4.6
HND,2020,3.9
HND,2025,5.0
HND,2030,7.0
HND,2035,9.9
HND,2040,13.5
HKG,1870,0.0
HKG,1875,0.0
HKG,1880,0.0
HKG,1885,0.0
HKG,1890,0.0
HKG,1895,0.0
HKG,1900,0.0
HKG,1905,0.0
HKG,1910,0.0
HKG,1915,0.5
HKG,1920,1.0
HKG,1925,1.4
HKG,1930,2.1
HKG,1935,2.6
HKG,1940,3.3
HKG,1945,3.9
HKG,1950,4.2
HKG,1955,4.3
HKG,1960,4.8
HKG,1965,5.1
HKG,1970,3.2
HKG,1975,4.0
HKG,1980,7.8
HKG,1985,8.3
HKG,1990,11.8
HKG,1995,13.8
HKG,2000,16.8
HKG,2005,25.1
HKG,2010,19.5
HKG,2015,22.9
HKG,2020,25.3
HKG,2025,27.9
HKG,2030,31.3
HKG,2035,33.8
HKG,2040,37.6
HUN,1870,0.1
HUN,1875,0.1
HUN,1880,0.2
HUN,1885,0.2
HUN,1890,0.2
HUN,1895,0.3
HUN,1900,0.3
HUN,1905,0.4
HUN,1910,0.5
HUN,1915,0.7
HUN,1920,0.8
HUN,1925,1.1
HUN,1930,1.4
HUN,1935,1.7
HUN,1940,2.0
HUN,1945,2.5
HUN,1950,2.8
HUN,1955,3.2
HUN,1960,3.6
HUN,1965,3.8
HUN,1970,5.7
HUN,1975,6.7
HUN,1980,8.1
HUN,1985,9.7
HUN,1990,11.5
HUN,1995,12.5
HUN,2000,14.3
HUN,2005,16.5
HUN,2010,21.2
HUN,2015,20.3
HUN,2020,23.0
HUN,2025,25.6
HUN,2030,28.0
HUN,2035,30.4
HUN,2040,33.2
ISL,1870,0.0
ISL,1875,0.0
ISL,1880,0.0
ISL,1885,0.0
ISL,1890,0.0
ISL,1895,0.0
ISL,1900,0.1
ISL,1905,0.1
ISL,1910,0.2
ISL,1915,0.4
ISL,1920,0.5
ISL,1925,0.8
ISL,1930,1.1
ISL,1935,1.4
ISL,1940,1.8
ISL,1945,2.3
ISL,1950,2.8
ISL,1955,3.5
ISL,1960,4.2
ISL,1965,4.9
ISL,1970,5.7
ISL,1975,6.8
ISL,1980,8.9
ISL,1985,11.7
ISL,1990,14.0
ISL,1995,16.3
ISL,2000,20.0
ISL,2005,24.7
ISL,2010,32.2
ISL,2015,42.0
ISL,2020,51.4
ISL,2025,60.6
ISL,2030,69.7
ISL,2035,78.2
ISL,2040,85.6
IND,1870,0.0
IND,1875,0.0
IND,1880,0.0
IND,1885,0.0
IND,1890,0.0
IND,1895,0.0
IND,1900,0.0
IND,1905,0.0
IND,1910,0.1
IND,1915,0.1
IND,1920,0.2
IND,1925,0.3
IND,1930,0.4
IND,1935,0.5
IND,1940,0.6
IND,1945,0.7
IND,1950,0.7
IND,1955,0.8
IND,1960,0.6
IND,1965,1.0
IND,1970,1.2
IND,1975,1.7
IND,1980,2.7
IND,1985,3.5
IND,1990,4.6
IND,1995,6.2
IND,2000,8.7
IND,2005,9.1
IND,2010,9.6
IND,2015,10.3
IND,2020,7.9
IND,2025,8.5
IND,2030,9.7
IND,2035,11.3
IND,2040,13.4
IDN,1870,0.0
IDN,1875,0.0
IDN,1880,0.0
IDN,1885,0.0
IDN,1890,0.0
IDN,1895,0.0
IDN,1900,0.0
IDN,1905,0.0
IDN,1910,0.0
IDN,1915,0.0
IDN,1920,0.0
IDN,1925,0.0
IDN,1930,0.0
IDN,1935,0.0
IDN,1940,0.0
IDN,1945,0.0
IDN,1950,0.0
IDN,1955,0.1
IDN,1960,0.1
IDN,1965,0.2
IDN,1970,0.5
IDN,1975,0.6
IDN,1980,0.9
IDN,1985,1.4
IDN,1990,2.5
IDN,1995,2.5
IDN,2000,2.9
IDN,2005,4.7
IDN,2010,8.2
IDN,2015,8.0
IDN,2020,8.1
IDN,2025,9.3
IDN,2030,12.1
IDN,2035,16.4
IDN,2040,21.5
IRN,1870,0.0
IRN,1875,0.0
IRN,1880,0.0
IRN,1885,0.0
IRN,1890,0.0
IRN,1895,0.0
IRN,1900,0.0
IRN,1905,0.0
IRN,1910,0.0
IRN,1915,0.1
IRN,1920,0.1
IRN,1925,0.1
IRN,1930,0.1
IRN,1935,0.1
IRN,1940,0.2
IRN,1945,0.2
IRN,1950,0.3
IRN,1955,0.3
IRN,1960,0.6
IRN,1965,1.0
IRN,1970,1.2
IRN,1975,1.7
IRN,1980,2.7
IRN,1985,3.8
IRN,1990,5.0
IRN,1995,8.3
IRN,2000,11.4
IRN,2005,13.3
IRN,2010,19.0
IRN,2015,22.2
IRN,2020,24.4
IRN,2025,27.2
IRN,2030,30.9
IRN,2035,35.9
IRN,2040,41.9
IRQ,1870,0.0
IRQ,1875,0.0
IRQ,1880,0.0
IRQ,1885,0.0
IRQ,1890,0.0
IRQ,1895,0.0
IRQ,1900,0.0
IRQ,1905,0.0
IRQ,1910,0.0
IRQ,1915,0.1
IRQ,1920,0.1
IRQ,1925,0.1
IRQ,1930,0.2
IRQ,1935,0.2
IRQ,1940,0.3
IRQ,1945,0.4
IRQ,1950,0.6
IRQ,1955,0.8
IRQ,1960,0.8
IRQ,1965,1.1
IRQ,1970,1.6
IRQ,1975,2.3
IRQ,1980,3.8
IRQ,1985,5.2
IRQ,1990,6.9
IRQ,1995,8.8
IRQ,2000,9.7
IRQ,2005,12.2
IRQ,2010,15.2
IRQ,2015,19.6
IRQ,2020,20.4
IRQ,2025,22.2
IRQ,2030,25.1
IRQ,2035,29.1
IRQ,2040,34.2
IRL,1870,0.0
IRL,1875,0.1
IRL,1880,0.1
IRL,1885,0.1
IRL,1890,0.1
IRL,1895,0.1
IRL,1900,0.2
IRL,1905,0.2
IRL,1910,0.2
IRL,1915,0.4
IRL,1920,0.6
IRL,1925,0.8
IRL,1930,1.2
IRL,1935,1.7
IRL,1940,2.3
IRL,1945,2.9
IRL,1950,3.7
IRL,1955,4.0
IRL,1960,4.4
IRL,1965,4.9
IRL,1970,5.2
IRL,1975,6.8
IRL,1980,8.8
IRL,1985,13.3
IRL,1990,16.8
IRL,1995,21.7
IRL,2000,28.7
IRL,2005,35.2
IRL,2010,49.4
IRL,2015,49.8
IRL,2020,50.3
IRL,2025,50.2
IRL,2030,50.9
IRL,2035,50.5
IRL,2040,50.6
ISR,2015,40.3
ISR,2020,36.5
ISR,2025,33.8
ISR,2030,32.0
ISR,2035,30.6
ISR,2040,29.6
ITA,1870,0.1
ITA,1875,0.2
ITA,1880,0.2
ITA,1885,0.3
ITA,1890,0.3
ITA,1895,0.4
ITA,1900,0.5
ITA,1905,0.6
ITA,1910,0.7
ITA,1915,0.8
ITA,1920,0.8
ITA,1925,1.0
ITA,1930,1.1
ITA,1935,1.2
ITA,1940,1.3
ITA,1945,1.5
ITA,1950,1.6
ITA,1955,1.8
ITA,1960,2.3
ITA,1965,2.4
ITA,1970,2.9
ITA,1975,3.4
ITA,1980,4.7
ITA,1985,5.4
ITA,1990,6.7
ITA,1995,8.9
ITA,2000,11.0
ITA,2005,12.2
ITA,2010,14.6
ITA,2015,14.4
ITA,2020,15.9
ITA,2025,17.7
ITA,2030,19.9
ITA,2035,22.1
ITA,2040,24.6
JAM,1870,0.0
JAM,1875,0.0
JAM,1880,0.0
JAM,1885,0.0
JAM,1890,0.0
JAM,1895,0.0
JAM,1900,0.0
JAM,1905,0.0
JAM,1910,0.1
JAM,1915,0.1
JAM,1920,0.2
JAM,1925,0.2
JAM,1930,0.2
JAM,1935,0.3
JAM,1940,0.3
JAM,1945,0.4
JAM,1950,0.4
JAM,1955,0.4
JAM,1960,0.4
JAM,1965,0.7
JAM,1970,1.2
JAM,1975,1.6
JAM,1980,2.3
JAM,1985,2.7
JAM,1990,3.7
JAM,1995,7.8
JAM,2000,14.0
JAM,2005,14.8
JAM,2010,16.0
JAM,2015,17.1
JAM,2020,18.4
JAM,2025,20.6
JAM,2030,23.4
JAM,2035,27.2
JAM,2040,31.6
JPN,1870,0.0
JPN,1875,0.0
JPN,1880,0.0
JPN,1885,0.0
JPN,1890,0.1
JPN,1895,0.1
JPN,1900,0.1
JPN,1905,0.1
JPN,1910,0.3
JPN,1915,0.6
JPN,1920,0.9
JPN,1925,1.5
JPN,1930,2.0
JPN,1935,2.7
JPN,1940,3.3
JPN,1945,4.2
JPN,1950,4.9
JPN,1955,5.9
JPN,1960,6.8
JPN,1965,6.2
JPN,1970,6.1
JPN,1975,11.9
JPN,1980,15.9
JPN,1985,20.1
JPN,1990,24.3
JPN,1995,27.6
JPN,2000,32.2
JPN,2005,36.6
JPN,2010,41.0
JPN,2015,43.8
JPN,2020,47.2
JPN,2025,48.7
JPN,2030,50.8
JPN,2035,52.9
JPN,2040,57.3
JOR,1870,0.0
JOR,1875,0.0
JOR,1880,0.0
JOR,1885,0.0
JOR,1890,0.0
JOR,1895,0.0
JOR,1900,0.0
JOR,1905,0.0
JOR,1910,0.1
JOR,1915,0.2
JOR,1920,0.3
JOR,1925,0.3
JOR,1930,0.4
JOR,1935,0.4
JOR,1940,0.5
JOR,1945,0.6
JOR,1950,0.7
JOR,1955,0.8
JOR,1960,0.8
JOR,1965,1.2
JOR,1970,2.3
JOR,1975,4.4
JOR,1980,7.4
JOR,1985,8.8
JOR,1990,12.1
JOR,1995,12.8
JOR,2000,13.1
JOR,2005,14.1
JOR,2010,16.6
JOR,2015,16.6
JOR,2020,19.1
JOR,2025,22.7
JOR,2030,27.1
JOR,2035,32.8
JOR,2040,39.0
KAZ,2015,26.5
KAZ,2020,32.8
KAZ,2025,38.6
KAZ,2030,44.5
KAZ,2035,51.1
KAZ,2040,57.4
KEN,1870,0.0
KEN,1875,0.0
KEN,1880,0.0
KEN,1885,0.0
KEN,1890,0.0
KEN,1895,0.0
KEN,1900,0.0
KEN,1905,0.0
KEN,1910,0.1
KEN,1915,0.1
KEN,1920,0.2
KEN,1925,0.2
KEN,1930,0.2
KEN,1935,0.3
KEN,1940,0.3
KEN,1945,0.3
KEN,1950,0.3
KEN,1955,0.3
KEN,1960,0.3
KEN,1965,0.4
KEN,1970,0.5
KEN,1975,0.8
KEN,1980,1.3
KEN,1985,1.8
KEN,1990,2.5
KEN,1995,3.6
KEN,2000,4.9
KEN,2005,6.7
KEN,2010,8.7
KEN,2015,8.5
KEN,2020,8.4
KEN,2025,8.2
KEN,2030,8.5
KEN,2035,9.2
KEN,2040,10.4
KWT,1870,0.0
KWT,1875,0.0
KWT,1880,0.0
KWT,1885,0.0
KWT,1890,0.0
KWT,1895,0.0
KWT,1900,0.0
KWT,1905,0.0
KWT,1910,0.0
KWT,1915,0.1
KWT,1920,0.1
KWT,1925,0.2
KWT,1930,0.2
KWT,1935,0.7
KWT,1940,1.0
KWT,1945,1.7
KWT,1950,2.2
KWT,1955,3.2
KWT,1960,3.9
KWT,1965,4.5
KWT,1970,4.8
KWT,1975,7.0
KWT,1980,10.4
KWT,1985,12.7
KWT,1990,12.9
KWT,1995,13.4
